model,window,scene,gt_area,quartile,found
adamiak-v2,32,Tacoma-Centralia_01_20260429,143.96929276191014,Q2,1
adamiak-v2,32,Tacoma-Centralia_01_20260429,143.7235618592559,Q2,0
adamiak-v2,32,Tacoma-Centralia_01_20260429,153.27067183444095,Q3,0
adamiak-v2,32,Tacoma-Centralia_01_20260429,158.04013632062393,Q3,0
adamiak-v2,32,Tacoma-Centralia_01_20260429,138.35926152848066,Q2,0
adamiak-v2,32,Tacoma-Centralia_01_20260429,158.08050441002294,Q3,0
adamiak-v2,32,Tacoma-Centralia_01_20260429,170.4477392797353,Q3,0
adamiak-v2,32,Tacoma-Centralia_01_20260429,136.0027604701682,Q2,1
adamiak-v2,32,Tacoma-Centralia_01_20260429,137.43926190064246,Q2,0
adamiak-v2,32,Tacoma-Centralia_01_20260429,166.71336246896132,Q3,1
adamiak-v2,32,Tacoma-Centralia_01_20260429,142.63150272009622,Q2,0
adamiak-v2,32,Tacoma-Centralia_01_20260429,125.72547953366961,Q1,0
adamiak-v2,32,Tacoma-Centralia_01_20260429,136.33176226658443,Q2,0
adamiak-v2,32,Tacoma-Centralia_01_20260429,135.40061860619406,Q1,0
adamiak-v2,32,Tacoma-Centralia_02_20260602,145.01556401415354,Q1,1
adamiak-v2,32,Tacoma-Centralia_02_20260602,105.08072012287157,Q1,0
adamiak-v2,32,Tacoma-Centralia_02_20260602,134.65547671456275,Q1,0
adamiak-v2,32,Tacoma-Centralia_02_20260602,181.3068630342102,Q3,0
adamiak-v2,32,Tacoma-Centralia_02_20260602,186.0453777457326,Q3,0
adamiak-v2,32,Tacoma-Centralia_02_20260602,184.2270772581335,Q3,0
adamiak-v2,32,Tacoma-Centralia_02_20260602,139.87630045193328,Q1,0
adamiak-v2,32,Tacoma-Centralia_02_20260602,203.43399674903443,Q4,0
adamiak-v2,32,Tacoma-Centralia_02_20260602,145.1856434541879,Q1,0
adamiak-v2,32,Tacoma-Centralia_02_20260602,248.09302082975708,Q4,0
adamiak-v2,32,Tacoma-Centralia_02_20260602,186.59939305859308,Q3,1
adamiak-v2,32,Tacoma-Centralia_02_20260602,177.5013255665453,Q3,0
adamiak-v2,32,Tacoma-Centralia_02_20260602,219.82857783061857,Q4,1
adamiak-v2,32,Tacoma-Centralia_02_20260602,244.51151230647338,Q4,1
adamiak-v2,32,Tacoma-Centralia_02_20260602,199.5716801755455,Q4,0
adamiak-v2,32,Tacoma-Centralia_02_20260602,247.90044501169214,Q4,0
adamiak-v2,32,Tacoma-Centralia_02_20260602,199.53058818770447,Q4,1
adamiak-v2,32,Tacoma-Centralia_02_20260602,184.680648284955,Q3,0
adamiak-v2,32,Tacoma-Centralia_02_20260602,158.83498113228882,Q2,0
adamiak-v2,32,Tacoma-Centralia_02_20260602,232.2387551568176,Q4,0
adamiak-v2,32,Tacoma-Centralia_02_20260602,154.72388883516751,Q2,1
adamiak-v2,32,Tacoma-Centralia_02_20260602,133.40272426091187,Q1,1
adamiak-v2,32,Tacoma-Centralia_02_20260602,178.51465878581985,Q3,1
adamiak-v2,32,Tacoma-Centralia_02_20260602,153.27028123799795,Q1,1
adamiak-v2,32,Tacoma-Centralia_02_20260602,136.1262985937989,Q1,0
adamiak-v2,32,Tacoma-Centralia_02_20260602,109.19767336006205,Q1,1
adamiak-v2,32,Tacoma-Centralia_02_20260602,126.69921341550418,Q1,0
adamiak-v2,32,Tacoma-Centralia_02_20260602,191.00797026831236,Q4,0
adamiak-v2,32,Tacoma-Centralia_02_20260602,180.55409696799487,Q3,0
adamiak-v2,32,Tacoma-Centralia_02_20260602,179.24985626267187,Q3,0
adamiak-v2,32,Tacoma-Centralia_02_20260602,177.2090708947757,Q3,0
adamiak-v2,32,Tacoma-Centralia_02_20260602,177.6544203306289,Q3,0
adamiak-v2,32,Tacoma-Centralia_02_20260602,198.09043306219326,Q4,0
adamiak-v2,32,Tacoma-Centralia_02_20260602,224.5262619883354,Q4,0
adamiak-v2,32,Tacoma-Centralia_02_20260602,221.40499839280287,Q4,1
adamiak-v2,32,Tacoma-Centralia_02_20260602,199.56909708134012,Q4,0
adamiak-v2,32,Tacoma-Centralia_02_20260602,177.53875660096475,Q3,1
adamiak-v2,32,Tacoma-Centralia_02_20260602,217.64566764395715,Q4,1
adamiak-v2,32,Tacoma-Centralia_02_20260602,212.03000373394772,Q4,1
adamiak-v2,32,Tacoma-Centralia_02_20260602,203.10395646176627,Q4,0
adamiak-v2,32,Tacoma-Centralia_02_20260602,213.96911398139613,Q4,0
adamiak-v2,32,Tacoma-Centralia_02_20260602,157.022682457505,Q2,0
adamiak-v2,32,Tacoma-Centralia_02_20260602,194.80184233811835,Q4,1
adamiak-v2,32,Tacoma-Centralia_02_20260602,136.57134748244218,Q1,0
adamiak-v2,32,Tacoma-Centralia_02_20260602,158.24754802270502,Q2,0
adamiak-v2,32,Tacoma-Centralia_02_20260602,147.1621461058955,Q1,0
adamiak-v2,32,Tacoma-Centralia_02_20260602,153.34514084816317,Q2,0
adamiak-v2,32,Tacoma-Centralia_02_20260602,184.78429354702826,Q3,0
adamiak-v2,32,Tacoma-Centralia_02_20260602,138.72016505409937,Q1,1
adamiak-v2,32,Tacoma-Centralia_02_20260602,172.43275842715994,Q3,1
adamiak-v2,32,Tacoma-Centralia_02_20260602,161.46766799067183,Q2,0
adamiak-v2,32,Tacoma-Centralia_02_20260602,140.18855804228366,Q1,1
adamiak-v2,32,Tacoma-Centralia_02_20260602,170.16226628946828,Q2,1
adamiak-v2,32,Tacoma-Centralia_02_20260602,175.23521169760582,Q3,0
adamiak-v2,32,Tacoma-Centralia_02_20260602,167.81784911463168,Q2,1
adamiak-v2,32,Tacoma-Centralia_02_20260602,170.05744296078203,Q2,0
adamiak-v2,32,Tacoma-Centralia_02_20260602,141.51697109144493,Q1,0
adamiak-v2,32,Tacoma-Centralia_02_20260602,136.38262869681546,Q1,1
adamiak-v2,32,Tacoma-Centralia_02_20260602,143.00812366710952,Q1,1
adamiak-v2,32,Tacoma-Centralia_02_20260602,145.61324855664046,Q1,0
adamiak-v2,32,Tacoma-Centralia_02_20260602,124.88257450772842,Q1,0
adamiak-v2,32,Tacoma-Centralia_02_20260602,141.18083030645636,Q1,1
adamiak-v2,32,Tacoma-Centralia_02_20260602,133.2332439342096,Q1,0
adamiak-v2,32,Tacoma-Centralia_02_20260602,163.82436140852988,Q2,0
adamiak-v2,32,Tacoma-Centralia_02_20260602,152.68607089002865,Q1,1
adamiak-v2,32,Tacoma-Centralia_02_20260602,227.53675406843533,Q4,1
adamiak-v2,32,Tacoma-Centralia_02_20260602,214.32093001941797,Q4,1
adamiak-v2,32,Tacoma-Centralia_02_20260602,186.8825915884793,Q3,0
adamiak-v2,32,Tacoma-Centralia_02_20260602,192.1234314784217,Q4,0
adamiak-v2,32,Tacoma-Centralia_02_20260602,158.14987955309272,Q2,0
adamiak-v2,32,Tacoma-Centralia_02_20260602,166.60593437859458,Q2,1
adamiak-v2,32,Tacoma-Centralia_02_20260602,172.80795707689563,Q3,1
adamiak-v2,32,Tacoma-Centralia_02_20260602,165.72375326839264,Q2,0
adamiak-v2,32,Tacoma-Centralia_02_20260602,186.77166346123343,Q3,0
adamiak-v2,32,Tacoma-Centralia_02_20260602,157.37862612865644,Q2,1
adamiak-v2,32,Tacoma-Centralia_02_20260602,168.36095694300732,Q2,1
adamiak-v2,32,Tacoma-Centralia_02_20260602,171.14458775241604,Q3,0
adamiak-v2,32,Tacoma-Centralia_02_20260602,145.26364430179427,Q1,0
adamiak-v2,32,Tacoma-Centralia_02_20260602,168.21891521457914,Q2,0
adamiak-v2,32,Tacoma-Centralia_02_20260602,166.10394735554925,Q2,0
adamiak-v2,32,Tacoma-Centralia_02_20260602,160.06219362654838,Q2,0
adamiak-v2,32,Tacoma-Centralia_02_20260602,187.0818610650386,Q3,0
adamiak-v2,32,Tacoma-Centralia_02_20260602,170.3730007750063,Q3,1
adamiak-v2,32,Tacoma-Centralia_02_20260602,162.17277606251233,Q2,0
adamiak-v2,32,Tacoma-Centralia_02_20260602,157.56796081799632,Q2,0
adamiak-v2,32,Tacoma-Centralia_02_20260602,155.8643278491887,Q2,0
adamiak-v2,32,Tacoma-Centralia_02_20260602,167.417522983584,Q2,0
adamiak-v2,32,Tacoma-Centralia_02_20260602,177.85867709618898,Q3,1
adamiak-v2,32,Tacoma-Centralia_02_20260602,209.9340243541774,Q4,1
adamiak-v2,32,Tri-Cities-New_01_20260611,117.28378742953235,Q2,1
adamiak-v2,32,Tri-Cities-New_01_20260611,139.28143030819595,Q3,0
adamiak-v2,32,Tri-Cities-New_01_20260611,184.59884291160768,Q4,0
adamiak-v2,32,Tri-Cities-New_01_20260611,217.23069700356814,Q4,0
adamiak-v2,32,Tri-Cities-New_01_20260611,112.73276938204597,Q1,0
adamiak-v2,32,Tri-Cities-New_01_20260611,116.4781819939435,Q1,1
adamiak-v2,32,Tri-Cities-New_01_20260611,148.65526343759262,Q3,1
adamiak-v2,32,Tri-Cities-New_01_20260611,147.6967812441636,Q3,0
adamiak-v2,32,Tri-Cities-New_01_20260611,118.32535377025032,Q2,1
adamiak-v2,32,Tri-Cities-New_01_20260611,101.30276282328049,Q1,0
adamiak-v2,32,Tri-Cities-New_01_20260611,102.45299564311071,Q1,0
adamiak-v2,32,Tri-Cities-New_01_20260611,180.22330187039177,Q4,1
adamiak-v2,32,Tri-Cities-New_01_20260611,138.94527262044772,Q3,0
adamiak-v2,32,Tri-Cities-New_01_20260611,135.7354239349572,Q2,0
adamiak-v2,32,Tri-Cities-New_01_20260611,97.32554129178328,Q1,0
adamiak-v2,32,Tri-Cities-New_01_20260611,92.38901222430376,Q1,0
adamiak-v2,32,Tri-Cities-New_01_20260611,102.76738128940596,Q1,0
adamiak-v2,32,Tri-Cities-New_01_20260611,135.24851845346754,Q2,0
adamiak-v2,32,Tri-Cities-New_01_20260611,116.75842494456661,Q2,0
adamiak-v2,32,Tri-Cities-New_01_20260611,136.3756334812633,Q2,0
adamiak-v2,32,Tri-Cities-New_01_20260611,132.16487447636976,Q2,1
adamiak-v2,32,Tri-Cities-New_01_20260611,96.05961973826325,Q1,1
adamiak-v2,32,Tri-Cities-New_01_20260611,99.52122874700814,Q1,0
adamiak-v2,32,Tri-Cities-New_01_20260611,175.49508181645547,Q4,1
adamiak-v2,32,Tri-Cities-New_01_20260611,114.7745251147633,Q1,0
adamiak-v2,32,Tri-Cities-New_01_20260611,110.97991648585864,Q1,1
adamiak-v2,32,Tri-Cities-New_01_20260611,74.35996547541274,Q1,0
adamiak-v2,32,Tri-Cities-New_01_20260611,98.59488212815499,Q1,0
adamiak-v2,32,Tri-Cities-New_01_20260611,141.1121623302519,Q3,0
adamiak-v2,32,Tri-Cities-New_01_20260611,135.77897023329174,Q2,0
adamiak-v2,32,Tri-Cities-New_01_20260611,185.51095057388414,Q4,0
adamiak-v2,32,Tri-Cities-New_01_20260611,193.34330023142883,Q4,0
adamiak-v2,32,Tri-Cities-New_01_20260611,157.74593026227316,Q3,0
adamiak-v2,32,Tri-Cities-New_01_20260611,143.2210022074961,Q3,0
adamiak-v2,32,Tri-Cities-New_01_20260611,147.55193070527173,Q3,0
adamiak-v2,32,Tri-Cities-New_01_20260611,170.72088744752443,Q3,0
adamiak-v2,32,Tri-Cities-New_01_20260611,154.0119677676804,Q3,0
adamiak-v2,32,Tri-Cities-New_01_20260611,172.49189661726908,Q3,0
adamiak-v2,32,Tri-Cities-New_01_20260611,179.8354022373791,Q4,0
adamiak-v2,32,Tri-Cities-New_01_20260611,205.67041880586936,Q4,0
adamiak-v2,32,Tri-Cities-New_01_20260611,166.09311767099803,Q3,0
adamiak-v2,32,Tri-Cities-New_01_20260611,174.30138110201935,Q4,0
adamiak-v2,32,Tri-Cities-New_01_20260611,170.0486803719659,Q3,0
adamiak-v2,32,Tri-Cities-New_01_20260611,178.66328572332648,Q4,0
adamiak-v2,32,Tri-Cities-New_01_20260611,182.2429801768905,Q4,0
adamiak-v2,32,Tri-Cities-New_01_20260611,158.87084066635595,Q3,1
adamiak-v2,32,Tri-Cities-New_01_20260611,199.14263854479222,Q4,0
adamiak-v2,32,Tri-Cities-New_01_20260611,183.6343036967621,Q4,0
adamiak-v2,32,Tri-Cities-New_01_20260611,174.75412994603508,Q4,0
adamiak-v2,32,Tri-Cities-New_01_20260611,150.49153566652177,Q3,0
adamiak-v2,32,Tri-Cities-New_01_20260611,162.94102215307848,Q3,0
adamiak-v2,32,Tri-Cities-New_01_20260611,166.1406275289587,Q3,1
adamiak-v2,32,Tri-Cities-New_01_20260611,181.70779362200986,Q4,0
adamiak-v2,32,Tri-Cities-New_01_20260611,126.70789168633284,Q2,0
adamiak-v2,32,Tri-Cities-New_01_20260611,195.60354173645413,Q4,0
adamiak-v2,32,Tri-Cities-New_01_20260611,173.3163333936618,Q4,0
adamiak-v2,32,Tri-Cities-New_01_20260611,201.29192077655838,Q4,0
adamiak-v2,32,Tri-Cities-New_01_20260611,171.21471013469204,Q3,0
adamiak-v2,32,Tri-Cities-New_01_20260611,178.10640857455732,Q4,0
adamiak-v2,32,Tri-Cities-New_01_20260611,160.67301566316368,Q3,0
adamiak-v2,32,Tri-Cities-New_01_20260611,199.7197500321293,Q4,0
adamiak-v2,32,Tri-Cities-New_01_20260611,198.54008778772624,Q4,0
adamiak-v2,32,Tri-Cities-New_01_20260611,210.22501346299921,Q4,0
adamiak-v2,32,Tri-Cities-New_01_20260611,135.1754447628052,Q2,1
adamiak-v2,32,Tri-Cities-New_01_20260611,146.6790084540838,Q3,0
adamiak-v2,32,Tri-Cities-New_01_20260611,143.39576585292323,Q3,0
adamiak-v2,32,Tri-Cities-New_01_20260611,146.67914666070135,Q3,0
adamiak-v2,32,Tri-Cities-New_01_20260611,128.95089802534483,Q2,0
adamiak-v2,32,Tri-Cities-New_01_20260611,148.15046258344185,Q3,0
adamiak-v2,32,Tri-Cities-New_01_20260611,109.41398019891894,Q1,0
adamiak-v2,32,Tri-Cities-New_01_20260611,115.26318090798475,Q1,1
adamiak-v2,32,Tri-Cities-New_01_20260611,84.44516009520662,Q1,0
adamiak-v2,32,Tri-Cities-New_01_20260611,134.60258673376546,Q2,0
adamiak-v2,32,Tri-Cities-New_01_20260611,117.29525306712986,Q2,1
adamiak-v2,32,Tri-Cities-New_01_20260611,134.81397556278424,Q2,0
adamiak-v2,32,Tri-Cities-New_01_20260611,106.47237712086971,Q1,0
adamiak-v2,32,Tri-Cities-New_01_20260611,121.1008069362401,Q2,0
adamiak-v2,32,Tri-Cities-New_01_20260611,160.27189052891845,Q3,0
adamiak-v2,32,Tri-Cities-New_01_20260611,131.61908831033628,Q2,0
adamiak-v2,32,Tri-Cities-New_01_20260611,198.63017743168086,Q4,0
adamiak-v2,32,Tri-Cities-New_01_20260611,106.44409064217984,Q1,0
adamiak-v2,32,Tri-Cities-New_01_20260611,113.18198004083241,Q1,0
adamiak-v2,32,Tri-Cities-New_01_20260611,107.02513102238069,Q1,1
adamiak-v2,32,Tri-Cities-New_01_20260611,121.9505035820214,Q2,1
adamiak-v2,32,Tri-Cities-New_01_20260611,111.07455687919807,Q1,0
adamiak-v2,32,Tri-Cities-New_01_20260611,164.56309782124862,Q3,0
adamiak-v2,32,Tri-Cities-New_01_20260611,174.63141233477594,Q4,0
adamiak-v2,32,Tri-Cities-New_01_20260611,218.93481041661158,Q4,0
adamiak-v2,32,Tri-Cities-New_01_20260611,249.26859178510975,Q4,0
adamiak-v2,32,Tri-Cities-New_01_20260611,135.37221484230398,Q2,1
adamiak-v2,32,Tri-Cities-New_01_20260611,133.73465900071082,Q2,0
adamiak-v2,32,Tri-Cities-New_01_20260611,147.05448469032183,Q3,0
adamiak-v2,32,Tri-Cities-New_01_20260611,119.76867931192821,Q2,0
adamiak-v2,32,Tri-Cities-New_01_20260611,105.03408267415332,Q1,0
adamiak-v2,32,Tri-Cities-New_01_20260611,79.86396940017603,Q1,0
adamiak-v2,32,Tri-Cities-New_01_20260611,78.9837893863975,Q1,0
adamiak-v2,32,Tri-Cities-New_01_20260611,115.83181039505321,Q1,0
adamiak-v2,32,Tri-Cities-New_01_20260611,119.47354921102712,Q2,0
adamiak-v2,32,Tri-Cities-New_01_20260611,132.16924861804506,Q2,0
adamiak-v2,32,Tri-Cities-New_01_20260611,124.07043386175775,Q2,1
adamiak-v2,32,Tri-Cities-New_01_20260611,131.85273197429663,Q2,0
adamiak-v2,32,Tri-Cities-New_01_20260611,129.82846222085232,Q2,0
adamiak-v2,32,Tri-Cities-New_01_20260611,104.05687180108501,Q1,0
adamiak-v2,32,Tri-Cities-New_01_20260611,132.6974017881507,Q2,0
adamiak-v2,32,Tri-Cities-New_01_20260611,78.13383296245783,Q1,0
adamiak-v2,32,Yakima-Toppenish_04_20260620,145.86846484275696,Q1,0
adamiak-v2,32,Yakima-Toppenish_04_20260620,129.5296210411384,Q1,1
adamiak-v2,32,Yakima-Toppenish_04_20260620,126.9759401800402,Q1,0
adamiak-v2,32,Yakima-Toppenish_04_20260620,228.03593548278772,Q4,0
adamiak-v2,32,Yakima-Toppenish_04_20260620,105.688500807601,Q1,0
adamiak-v2,32,Yakima-Toppenish_04_20260620,209.355089230281,Q3,0
adamiak-v2,32,Yakima-Toppenish_04_20260620,243.9231758356245,Q4,0
adamiak-v2,32,Yakima-Toppenish_04_20260620,181.0904390590335,Q2,0
adamiak-v2,32,Yakima-Toppenish_04_20260620,121.26222700693208,Q1,0
adamiak-v2,32,Yakima-Toppenish_04_20260620,235.54756593511055,Q4,0
adamiak-v2,32,Yakima-Toppenish_04_20260620,193.93103826523875,Q2,0
adamiak-v2,32,Yakima-Toppenish_04_20260620,244.0928590834959,Q4,0
adamiak-v2,32,Yakima-Toppenish_04_20260620,141.30597910838569,Q1,0
adamiak-v2,32,Yakima-Toppenish_04_20260620,200.77244679503778,Q3,0
adamiak-v2,32,Yakima-Toppenish_04_20260620,192.010371220071,Q2,0
adamiak-v2,32,Yakima-Toppenish_04_20260620,193.25622862431985,Q2,0
adamiak-v2,32,Yakima-Toppenish_04_20260620,190.20235387646244,Q2,0
adamiak-v2,32,Yakima-Toppenish_04_20260620,196.51756792675587,Q3,0
adamiak-v2,32,Yakima-Toppenish_04_20260620,179.68990388861533,Q2,0
adamiak-v2,32,Yakima-Toppenish_04_20260620,198.43163211217166,Q3,1
adamiak-v2,32,Yakima-Toppenish_04_20260620,149.358536491089,Q1,0
adamiak-v2,32,Yakima-Toppenish_04_20260620,197.55048848507352,Q3,0
adamiak-v2,32,Yakima-Toppenish_04_20260620,200.41596176352152,Q3,0
adamiak-v2,32,Yakima-Toppenish_04_20260620,215.65799026022526,Q4,0
adamiak-v2,32,Yakima-Toppenish_04_20260620,162.68820589507231,Q1,0
adamiak-v2,32,Yakima-Toppenish_04_20260620,223.01124617642307,Q4,0
adamiak-v2,32,Yakima-Toppenish_04_20260620,176.52541037516798,Q2,0
adamiak-v2,32,Yakima-Toppenish_04_20260620,235.6484463122499,Q4,0
adamiak-v2,32,Yakima-Toppenish_04_20260620,211.03391450338165,Q3,0
adamiak-v2,32,Yakima-Toppenish_04_20260620,187.86797803261848,Q2,0
adamiak-v2,32,Yakima-Toppenish_04_20260620,205.07897810597612,Q3,1
adamiak-v2,32,Yakima-Toppenish_04_20260620,180.9841745198543,Q2,0
adamiak-v2,32,Yakima-Toppenish_04_20260620,242.48342756799718,Q4,0
adamiak-v2,32,Yakima-Toppenish_04_20260620,243.04123572512435,Q4,0
adamiak-v2,32,Yakima-Toppenish_04_20260620,193.88578930942083,Q2,0
adamiak-v2,32,Yakima-Toppenish_04_20260620,210.42852577398853,Q3,0
adamiak-v2,32,Yakima-Toppenish_04_20260620,180.86553233947768,Q2,0
adamiak-v2,32,Yakima-Toppenish_04_20260620,228.83990675277855,Q4,0
adamiak-v2,32,Yakima-Toppenish_04_20260620,215.36182278244388,Q4,0
adamiak-v2,32,Yakima-Toppenish_04_20260620,175.7543110575513,Q1,1
adamiak-v2,32,Yakima-Toppenish_04_20260620,204.42392365472622,Q3,0
adamiak-v2,32,Yakima-Toppenish_04_20260620,124.75589819616289,Q1,0
adamiak-v2,32,Yakima-Toppenish_04_20260620,149.71487500749276,Q1,0
adamiak-v2,32,auburn-snoqualmie_03_20260614,152.10748587516392,Q2,1
adamiak-v2,32,auburn-snoqualmie_03_20260614,126.69875674185549,Q1,0
adamiak-v2,32,auburn-snoqualmie_03_20260614,132.69874668358193,Q1,0
adamiak-v2,32,auburn-snoqualmie_03_20260614,172.74515050278845,Q2,0
adamiak-v2,32,auburn-snoqualmie_03_20260614,177.08568506145343,Q2,0
adamiak-v2,32,auburn-snoqualmie_03_20260614,122.94901629150806,Q1,1
adamiak-v2,32,auburn-snoqualmie_03_20260614,212.2163942403484,Q4,1
adamiak-v2,32,auburn-snoqualmie_03_20260614,176.32195851725322,Q2,0
adamiak-v2,32,auburn-snoqualmie_03_20260614,199.34525623733307,Q4,1
adamiak-v2,32,auburn-snoqualmie_03_20260614,146.5164898655675,Q2,0
adamiak-v2,32,auburn-snoqualmie_03_20260614,118.5416129847273,Q1,0
adamiak-v2,32,auburn-snoqualmie_03_20260614,198.09771183764101,Q3,0
adamiak-v2,32,auburn-snoqualmie_03_20260614,192.36013886297303,Q3,0
adamiak-v2,32,auburn-snoqualmie_03_20260614,143.1479008452051,Q1,0
adamiak-v2,32,auburn-snoqualmie_03_20260614,119.9754427382134,Q1,0
adamiak-v2,32,auburn-snoqualmie_03_20260614,112.29590306756944,Q1,0
adamiak-v2,32,auburn-snoqualmie_03_20260614,142.77969404841707,Q1,0
adamiak-v2,32,auburn-snoqualmie_03_20260614,131.23547991562276,Q1,0
adamiak-v2,32,auburn-snoqualmie_03_20260614,178.42406827896568,Q3,0
adamiak-v2,32,auburn-snoqualmie_03_20260614,251.3528988800513,Q4,0
adamiak-v2,32,auburn-snoqualmie_03_20260614,226.11926630049743,Q4,1
adamiak-v2,32,auburn-snoqualmie_03_20260614,195.09863918075288,Q3,0
adamiak-v2,32,auburn-snoqualmie_03_20260614,208.4339104798693,Q4,1
adamiak-v2,32,auburn-snoqualmie_03_20260614,245.65269447739044,Q4,1
adamiak-v2,32,auburn-snoqualmie_03_20260614,169.54778308556496,Q2,1
adamiak-v2,32,auburn-snoqualmie_03_20260614,192.7119648746277,Q3,0
adamiak-v2,32,auburn-snoqualmie_03_20260614,141.10888810191926,Q1,1
adamiak-v2,32,auburn-snoqualmie_03_20260614,184.46536670252348,Q3,1
adamiak-v2,32,auburn-snoqualmie_03_20260614,189.18836867177316,Q3,0
adamiak-v2,32,auburn-snoqualmie_03_20260614,144.79134625838407,Q1,0
adamiak-v2,32,auburn-snoqualmie_03_20260614,145.61618809682014,Q2,0
adamiak-v2,32,auburn-snoqualmie_03_20260614,196.76534008124256,Q3,0
adamiak-v2,32,auburn-snoqualmie_03_20260614,207.55981690268945,Q4,1
adamiak-v2,32,auburn-snoqualmie_03_20260614,172.01127021202626,Q2,1
adamiak-v2,32,auburn-snoqualmie_03_20260614,171.25420445934475,Q2,0
adamiak-v2,32,auburn-snoqualmie_03_20260614,237.61023502450365,Q4,0
adamiak-v2,32,auburn-snoqualmie_03_20260614,213.4420783961851,Q4,1
adamiak-v2,32,auburn-snoqualmie_03_20260614,186.2241444939622,Q3,0
adamiak-v2,32,auburn-snoqualmie_03_20260614,181.6234114692646,Q3,0
adamiak-v2,32,auburn-snoqualmie_03_20260614,176.31652571667098,Q2,1
adamiak-v2,32,auburn-snoqualmie_03_20260614,231.98551421654375,Q4,0
adamiak-v2,32,auburn-snoqualmie_03_20260614,209.41438205139158,Q4,1
adamiak-v2,32,blaine-bellingham_03_20260504,179.69314945777296,Q4,0
adamiak-v2,32,blaine-bellingham_03_20260504,193.00505948722818,Q4,1
adamiak-v2,32,blaine-bellingham_03_20260504,178.17751998427462,Q3,0
adamiak-v2,32,blaine-bellingham_03_20260504,136.8313269572234,Q2,0
adamiak-v2,32,blaine-bellingham_03_20260504,166.39623953622154,Q3,1
adamiak-v2,32,blaine-bellingham_03_20260504,223.26527528669976,Q4,0
adamiak-v2,32,blaine-bellingham_03_20260504,189.8942537128951,Q4,0
adamiak-v2,32,blaine-bellingham_03_20260504,194.45529393547145,Q4,0
adamiak-v2,32,blaine-bellingham_03_20260504,180.30300082389294,Q4,0
adamiak-v2,32,blaine-bellingham_03_20260504,160.57084448930254,Q3,0
adamiak-v2,32,blaine-bellingham_03_20260504,141.83861893608992,Q2,0
adamiak-v2,32,blaine-bellingham_03_20260504,167.3419529257444,Q3,0
adamiak-v2,32,blaine-bellingham_03_20260504,213.4044417706572,Q4,0
adamiak-v2,32,blaine-bellingham_03_20260504,138.506028991224,Q2,0
adamiak-v2,32,blaine-bellingham_03_20260504,141.5635394489372,Q2,0
adamiak-v2,32,blaine-bellingham_03_20260504,115.27773092248039,Q1,0
adamiak-v2,32,blaine-bellingham_03_20260504,112.49259032050927,Q1,0
adamiak-v2,32,blaine-bellingham_03_20260504,114.19181322708211,Q1,0
adamiak-v2,32,blaine-bellingham_03_20260504,152.18539651733107,Q3,0
adamiak-v2,32,blaine-bellingham_03_20260504,131.10324279768318,Q1,0
adamiak-v2,32,blaine-bellingham_03_20260504,96.9999513165094,Q1,0
adamiak-v2,32,blaine-bellingham_03_20260504,111.18534351617564,Q1,0
adamiak-v2,32,blaine-bellingham_03_20260504,154.57536325012768,Q3,0
adamiak-v2,32,blaine-bellingham_03_20260504,119.39447301483597,Q1,0
adamiak-v2,32,blaine-bellingham_03_20260504,142.4506655813675,Q2,0
adamiak-v2,32,blaine-bellingham_03_20260504,138.13478524582297,Q2,0
adamiak-v2,32,blaine-bellingham_03_20260504,128.97375663170337,Q1,0
adamiak-v2,32,blaine-bellingham_03_20260504,145.96413941265502,Q2,0
adamiak-v2,32,blaine-bellingham_03_20260504,166.6474953691846,Q3,1
adamiak-v2,32,spokane-i90_01_20260622,165.201270517855,Q3,0
adamiak-v2,32,spokane-i90_01_20260622,166.8563110024652,Q3,0
adamiak-v2,32,spokane-i90_01_20260622,192.56142890462374,Q4,0
adamiak-v2,32,spokane-i90_01_20260622,152.14123888649138,Q3,0
adamiak-v2,32,spokane-i90_01_20260622,104.19215775904837,Q2,0
adamiak-v2,32,spokane-i90_01_20260622,91.27449664685898,Q1,0
adamiak-v2,32,spokane-i90_01_20260622,132.90697094522616,Q3,0
adamiak-v2,32,spokane-i90_01_20260622,106.00773349740545,Q2,0
adamiak-v2,32,spokane-i90_01_20260622,161.98219535619458,Q3,0
adamiak-v2,32,spokane-i90_01_20260622,174.30138107894012,Q4,0
adamiak-v2,32,spokane-i90_01_20260622,100.14366407026148,Q1,0
adamiak-v2,32,spokane-i90_01_20260622,102.12009932855332,Q1,0
adamiak-v2,32,spokane-i90_01_20260622,97.07482157325386,Q1,0
adamiak-v2,32,spokane-i90_01_20260622,82.31932394819796,Q1,0
adamiak-v2,32,spokane-i90_01_20260622,103.97951970096598,Q2,0
adamiak-v2,32,spokane-i90_01_20260622,101.2368749976568,Q1,0
adamiak-v2,32,spokane-i90_01_20260622,95.56900356587136,Q1,0
adamiak-v2,32,spokane-i90_01_20260622,91.33220983039115,Q1,0
adamiak-v2,32,spokane-i90_01_20260622,104.09136060492357,Q2,0
adamiak-v2,32,spokane-i90_01_20260622,96.32965509546275,Q1,0
adamiak-v2,32,spokane-i90_01_20260622,102.28034256817807,Q1,0
adamiak-v2,32,spokane-i90_01_20260622,92.95447731641582,Q1,0
adamiak-v2,32,spokane-i90_01_20260622,108.51243635715984,Q2,0
adamiak-v2,32,spokane-i90_01_20260622,108.28052698533287,Q2,0
adamiak-v2,32,spokane-i90_01_20260622,94.2272639736726,Q1,0
