model_id,scene,corridor,split,trained_on,labelled,threshold,true_count,raw_detections,kept_after_dedup,count_ratio,count_error_pct,tp,precision,recall,f1,tp_greedy,precision_greedy,recall_greedy,f1_greedy,labels_multi_matched,dets_multi_matching,centered_recall,centered_kp_err_px,matched_kp_err_px,score_p10,score_p25,score_median,score_p75,score_p90,score_mean,kp_score_mean,mean_streak_len_m,median_collinearity_px,windows,valid_km2,det_per_km2,eval_seconds
kprcnn-adamiak-v2,Yakima-Toppenish_03_20260614,Yakima (arid),unseen,0,1,0.3,27,1,1,0.037,96.3,1,1.0,0.037,0.0714,1,1.0,0.037,0.0714,0,0,0.0,0.742,0.88,0.3861,0.3861,0.3861,0.3861,0.3861,0.3861,11.8772,33.69,0.038,4477,12.691,0.08,208.3
kprcnn-adamiak-v2,Yakima-Toppenish_03_20260614,Yakima (arid),unseen,0,1,0.5,27,0,0,0.0,100.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.742,,,,,,,,,,,4477,12.691,0.0,208.3
kprcnn-adamiak-v2,Yakima-Toppenish_03_20260614,Yakima (arid),unseen,0,1,0.7,27,0,0,0.0,100.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.742,,,,,,,,,,,4477,12.691,0.0,208.3
kprcnn-adamiak-v2,Yakima-Toppenish_01_20260503,Yakima (arid),held-out:unspecified,0,1,0.3,25,0,0,0.0,100.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,,,,,,,,,,,,4490,12.729,0.0,195.8
kprcnn-adamiak-v2,Yakima-Toppenish_01_20260503,Yakima (arid),held-out:unspecified,0,1,0.5,25,0,0,0.0,100.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,,,,,,,,,,,,4490,12.729,0.0,195.8
kprcnn-adamiak-v2,Yakima-Toppenish_01_20260503,Yakima (arid),held-out:unspecified,0,1,0.7,25,0,0,0.0,100.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,,,,,,,,,,,,4490,12.729,0.0,195.8
kprcnn-adamiak-v2,auburn-snoqualmie_01_20260425,auburn-snoqualmie/I-90,held-out:unspecified,0,1,0.3,24,3,3,0.125,87.5,3,1.0,0.125,0.2222,3,1.0,0.125,0.2222,0,0,0.0,0.713,0.839,0.3471,0.36,0.3815,0.4547,0.4985,0.4159,9.3887,33.49,0.446,2497,7.109,0.42,108.6
kprcnn-adamiak-v2,auburn-snoqualmie_01_20260425,auburn-snoqualmie/I-90,held-out:unspecified,0,1,0.5,24,1,1,0.042,95.8,1,1.0,0.0417,0.08,1,1.0,0.0417,0.08,0,0,0.0,0.713,0.629,0.5278,0.5278,0.5278,0.5278,0.5278,0.5278,9.0897,37.89,0.584,2497,7.109,0.14,108.6
kprcnn-adamiak-v2,auburn-snoqualmie_01_20260425,auburn-snoqualmie/I-90,held-out:unspecified,0,1,0.7,24,0,0,0.0,100.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.713,,,,,,,,,,,2497,7.109,0.0,108.6
